,Year,Category,Production,Growth Rate,Main Category
77,2021-01-01,Pigs,36059.0,14.6550079491256,Livestock
78,2022-01-01,Pigs,32533.0,-9.77841870268172,Livestock
79,2023-01-01,Pigs,39183.0,20.4407832047459,Livestock
80,2014-01-01,Chicken,45458.0,5.4,Livestock
81,2015-01-01,Chicken,50815.0,11.7845043776673,Livestock
82,2016-01-01,Chicken,57268.0,12.699006198957,Livestock
83,2017-01-01,Chicken,60100.0,4.94517007753021,Livestock
84,2018-01-01,Chicken,62899.098,4.6574009983361,Livestock
85,2019-01-01,Chicken,255001.0,305.41280894044,Livestock
86,2020-01-01,Chicken,226959.3,-10.9967019737178,Livestock
87,2021-01-01,Chicken,204923.0,-9.70936198692893,Livestock
88,2022-01-01,Chicken,200658.0,-2.08126955002611,Livestock
89,2023-01-01,Chicken,180076.0,-10.2572536355391,Livestock
90,2014-01-01,Ducks,232.0,2.2,Livestock
91,2015-01-01,Ducks,243.0,4.74137931034483,Livestock
92,2016-01-01,Ducks,241.0,-0.823045267489712,Livestock
93,2017-01-01,Ducks,300.0,24.4813278008299,Livestock
94,2018-01-01,Ducks,352.291593955095,17.430531318365,Livestock
95,2019-01-01,Ducks,387.0,9.85218115914771,Livestock
96,2020-01-01,Ducks,441.8,14.1602067183463,Livestock
97,2021-01-01,Ducks,596.0,34.9026708918062,Livestock
98,2022-01-01,Ducks,1355.0,127.348993288591,Livestock
99,2023-01-01,Ducks,1195.0,-11.8081180811808,Livestock
100,2014-01-01,Eggs( In thousand),899501.0,3.1,Livestock
101,2015-01-01,Eggs( In thousand),1208072.0,34.3046867096312,Livestock
102,2016-01-01,Eggs( In thousand),1352296.0,11.9383612897245,Livestock
103,2017-01-01,Eggs( In thousand),1512265.0,11.8294367505339,Livestock
104,2018-01-01,Eggs( In thousand),1549689.0,2.47469854820418,Livestock
105,2019-01-01,Eggs( In thousand),1620000.0,4.53710389633017,Livestock
106,2020-01-01,Eggs( In thousand),1493550.0,-7.80555555555556,Livestock
107,2021-01-01,Eggs( In thousand),1330602.0,-10.9101134879984,Livestock
108,2022-01-01,Eggs( In thousand),1607333.0,20.7974285323485,Livestock
109,2023-01-01,Eggs( In thousand),1645405.0,2.36864420751643,Livestock
110,2014-01-01,Hen,885947.0,3.1,Livestock
111,2015-01-01,Hen,1194166.0,34.7897786210688,Livestock
112,2016-01-01,Hen,1338312.0,12.0708511212009,Livestock
113,2017-01-01,Hen,1498024.0,11.9338390450059,Livestock
114,2018-01-01,Hen,1534680.0,2.44695679107945,Livestock
115,2019-01-01,Hen,1603800.0,4.50387051372273,Livestock
116,2020-01-01,Hen,1475620.0,-8.03412837404099,Livestock
117,2021-01-01,Hen,1306380.0,-11.4690774047519,Livestock
118,2022-01-01,Hen,1547103.0,18.4267211684196,Livestock
119,2023-01-01,Hen,1602754.0,3.59711021179585,Livestock
120,2014-01-01,Ducks,13554.0,1.1,Livestock
121,2015-01-01,Ducks,13906.0,2.59701933008706,Livestock
122,2016-01-01,Ducks,13984.0,0.560908960161082,Livestock
123,2017-01-01,Ducks,14241.0,1.83781464530892,Livestock
124,2018-01-01,Ducks,15009.0,5.39287971350327,Livestock
125,2019-01-01,Ducks,15474.0,3.0981411153308,Livestock
126,2020-01-01,Ducks,17930.0,15.90174531351,Livestock
127,2021-01-01,Ducks,24223.0,15.90174531351,Livestock
128,2022-01-01,Ducks,60229.0,15.90174531351,Livestock
129,2023-01-01,Ducks,42651.0,15.90174531351,Livestock
130,2014-01-01,Wool (kg),586729.0,-0.02,Livestock
131,2015-01-01,Wool (kg),588348.0,0.275936590828134,Livestock
132,2016-01-01,Wool (kg),594312.0,1.01368577780497,Livestock
133,2017-01-01,Wool (kg),594639.0,0.0550216048136332,Livestock
134,2018-01-01,Wool (kg),589738.0,-0.824197538338387,Livestock
135,2019-01-01,Wool (kg),592686.69,0.499999999999991,Livestock
136,2020-01-01,Wool (kg),584000.0,-1.46785895056522,Livestock
137,2021-01-01,Wool (kg),567412.0,-2.84041095890411,Livestock
138,2022-01-01,Wool (kg),381105.0,-32.8345188328763,Livestock
139,2023-01-01,Wool (kg),389741.0,2.2660421668569,Livestock
